,0,1,2,3,4,5,6,7,8,9,10,,
4406,4406,35 p2,0:42:45,Vax'ildan,Persuasion,Unknown,Unknown,,,,Disregarded due to advantage,,
4407,4407,35 p2,0:42:45,Vax'ildan,Persuasion,13,11,,,,With advantage,,
4408,4408,35 p2,0:43:36,Grog,Strength,Nat20,20,Y,,1,"Great Axe against Countess, Countess dies",,
4409,4409,35 p2,0:56:34,Grog,Athletics,26,18,,,,,,
4410,4410,35 p2,0:56:43,Vax'ildan,Acrobatics,32,19,,,,,,
4411,4411,36,0:13:16,Grog,Strength,24,20,,,,Bad math or unannounced Nat20,,
4412,4412,36,0:13:20,Grog,Strength,22,18,,,,,,
4413,4413,36,0:13:25,Grog,Strength,22,18,,,,,,
4414,4414,36,0:16:49,Vex'ahlia,Investigation,24,22,,,,Math error,,
4415,4415,36,0:28:38,Scanlan,Persuasion,31,18,,,,,,
4416,4416,36,0:32:16,Scanlan,Arcana,11,5,,,,,,
4417,4417,36,1:03:57,Percy,Perception,20,13,,,,,,
4418,4418,36,1:11:01,Scanlan,Sleight of Hand,13,11,,,,,,
4419,4419,36,1:12:11,Scanlan,Strength,19,18,,,,,,
4420,4420,36,1:12:44,Scanlan,Strength,11,10,,,,,,
4421,4421,36,1:12:57,Scanlan,Strength,16,15,,,,,,
4422,4422,36,1:13:29,Scanlan,Strength,Nat1,1,Y,,,,,
4423,4423,36,1:16:26,Grog,Deception,20,19,,,,,,
4424,4424,36,1:16:56,Grog,Strength,21,17,,,,,,
4425,4425,36,1:17:17,Grog,Strength,11,7,,,,,,
4426,4426,36,1:17:28,Grog,Strength,7,3,,,,,,
4427,4427,36,1:17:40,Grog,Strength,23,19,,,,,,
4428,4428,36,1:17:54,Grog,Strength,8,4,,,,,,
4429,4429,36,1:18:17,Grog,Strength,17,13,,,,,,
4430,4430,36,1:18:32,Grog,Strength,Nat1,1,Y,,,,,
4431,4431,36,1:18:45,Grog,Strength,22,18,,,,,,
4432,4432,36,1:18:57,Grog,Strength,22,18,,,,,,
4433,4433,36,1:20:26,Vax'ildan,Persuasion,14,12,,,,,,
4434,4434,36,1:25:18,Grog,Strength,8,4,,,,,,
4435,4435,36,1:25:38,Grog,Strength,6,2,,,,,,
4436,4436,36,1:26:20,Grog,Intimidation,12,7,,,,,,
4437,4437,36,1:27:13,Grog,Strength,Nat1,1,Y,,,Disregarded due to advantage,,
4438,4438,36,1:27:13,Grog,Strength,11,7,,,,With advantage,,
4439,4439,36,1:27:45,Grog,Strength,19,15,,,,,,
4440,4440,36,1:28:07,Grog,Strength,12,8,,,,,,
4441,4441,36,1:28:43,Grog,Strength,16,12,,,,With inspiration,,
4442,4442,36,1:29:05,Grog,Strength,7,3,,,,,,
4443,4443,36,2:04:50,Vax'ildan,Constitution Save,Nat20,20,Y,,,,,
4444,4444,36,2:05:00,Vex'ahlia,Constitution Save,7,5,,,,,,
4445,4445,36,2:05:08,Trinket,Constitution Save,21,18,,,,,,
4446,4446,36,2:06:10,Vex'ahlia,Constitution Save,Nat1,1,Y,,,,,
4447,4447,36,2:06:17,Vax'ildan,Constitution Save,6,6,,,,,,
4448,4448,36,2:06:23,Vax'ildan,Constitution Save,7,7,,,,,,
4449,4449,36,2:06:26,Trinket,Constitution Save,14,11,,,,,,
4450,4450,36,2:07:28,Trinket,Constitution Save,13,10,,,,,,
4451,4451,36,2:08:27,Trinket,Constitution Save,15,12,,,,,,
4452,4452,36,2:09:35,Vex'ahlia,Persuasion,15,8,,,,,,
4453,4453,36,2:10:54,Trinket,Constitution Save,Unknown,Unknown,,,,,,
4454,4454,36,2:10:54,Trinket,Constitution Save,11,8,,,,,,
4455,4455,37,0:15:21,Percy,Tinkering,11,4,,,,,,
4456,4456,37,0:16:57,Percy,Investigation,5,2,,,,"Ripley's gun functions, misfire likelihood is increased by 2 
(3 for barrels 1-4, 5 for barrel 5)",,
4457,4457,37,0:30:50,Scanlan,Stealth,18,16,,,,,,
4458,4458,37,0:48:54,Pike,Healing,15,,,,,Cure Wounds,,
4459,4459,37,0:49:05,Pike,Wisdom,Nat20,20,Y,,,With inspiration,,
4460,4460,37,0:55:25,Percy,Persuasion,21,15,,,,,,
4461,4461,37,1:16:30,Scanlan,Persuasion,24,11,,,,,,
4462,4462,37,1:28:41,Vax'ildan,Investigation,Unknown,Unknown,,,,Disregarded due to Luck,,
4463,4463,37,1:28:41,Vax'ildan,Investigation,20,17,,,,With Luck,,
4464,4464,37,1:28:43,Scanlan,Investigation,19,13,,,,,,
4465,4465,37,1:28:47,Vex'ahlia,Perception,23,15,,,,,,
4466,4466,37,1:30:28,Pike,Arcana,Unknown,Unknown,,,,,,
4467,4467,37,1:30:33,Grog,Arcana,Nat20,20,Y,,,,,
4468,4468,37,1:30:45,Scanlan,Arcana,Unknown,Unknown,,,,Not Well,,
4469,4469,37,1:38:35,Scanlan,Insight,Unknown,Unknown,,,,,,
4470,4470,37,1:38:41,Grog,Insight,16,16,,,,,,
4471,4471,37,2:13:51,Scanlan,Performance,22,9,,,,,,
4472,4472,37,2:15:12,Scanlan,Performance,33,20,,,,,,
4473,4473,37,2:27:55,Keyleth,Insight,29,19,,,,,,
4474,4474,37,2:31:37,Percy,Persuasion,23,17,,,,With advantage,,
4475,4475,37,2:31:37,Percy,Persuasion,Unknown,Unknown,,,,Disregarded due to advantage,,
4476,4476,37,2:33:59,Vax'ildan,Insight,19,17,,,,,,
4477,4477,37,2:38:31,Vax'ildan,Stealth,23,10,,,,,,
4478,4478,37,2:44:27,Vex'ahlia,Stealth,25,16,,,,With advantage,,
4479,4479,37,2:44:27,Vex'ahlia,Stealth,Unknown,Unknown,,,,Disregarded due to advantage,,
4480,4480,37,2:45:54,Keyleth,Stealth,15,13,,,,,,
4481,4481,37,2:45:54,Percy,Stealth,14,8,,,,,,
4482,4482,37,2:47:24,Pike,Stealth,9,9,,,,With disadvantage,,
4483,4483,37,2:47:24,Pike,Stealth,Unknown,Unknown,,,,Disregarded due to advantage,,
4484,4484,37,2:47:30,Grog,Stealth,13,11,,,,,,
4485,4485,37,2:47:31,Trinket,Stealth,16,16,,,,,,
4486,4486,37,2:49:39,Pike,Stealth,9,9,,,,With disadvantage,,
4487,4487,37,2:49:39,Pike,Stealth,Unknown,Unknown,,,,Disregarded due to advantage,,
4488,4488,37,2:49:39,Grog,Stealth,13,11,,,,With disadvantage,,
4489,4489,37,2:49:39,Grog,Stealth,Unknown,Unknown,,,,Disregarded due to disadvantage,,
4490,4490,37,2:50:30,Pike,Deception,12,10,,,,Disregarded due to advantage,,
4491,4491,37,2:50:30,Pike,Deception,14,12,,,,With advantage,,
4492,4492,37,2:51:38,Vax'ildan,Perception,25,15,,,,,,
4493,4493,37,2:52:15,Scanlan,Performance,28,15,,,,,,
4494,4494,37,2:53:32,Scanlan,Performance,22,9,,,,With advantage,,
4495,4495,37,2:52:32,Scanlan,Performance,Unknown,Unknown,,,,,,
4496,4496,37,2:56:07,Vex'ahlia,Stealth,18,9,,,,With advantage,,
4497,4497,37,2:56:07,Vex'ahlia,Stealth,Unknown,Unknown,,,,Disregarded due to advantage,,
4498,4498,37,2:56:09,Grog,Stealth,20,18,,,,,,
4499,4499,37,2:56:15,Pike,Stealth,6,6,,,,With disadvantage,,
4500,4500,37,2:56:15,Pike,Stealth,Unknown,Unknown,,,,Disregarded due to disadvantage,,
4501,4501,37,2:56:55,Scanlan,Performance,27,14,,,,,,
4502,4502,37,3:02:02,Vax'ildan,Thieves' Tools,23,10,,,,,,
4503,4503,37,3:04:40,Scanlan,Acrobatics,12,8,,6 to Scanlan,,,,
4504,4504,37,3:05:37,Vax'ildan,Perception,20,10,,,,,,
4505,4505,37,3:07:39,Grog,Intelligence,9,11,,,,,,
4506,4506,37,3:10:49,Vax'ildan,Perception,Nat20,20,Y,,,,,
4507,4507,37,3:11:07,Vax'ildan,Thieves' Tools,23,10,,,,With advantage,,
4508,4508,37,3:11:07,Vax'ildan,Thieves' Tools,Unknown,Unknown,,,,Disregarded due to advantage,,
4509,4509,37,3:11:21,Vax'ildan,Perception,Nat20,20,Y,,,Disregarded because he didn't have advantage,,
4510,4510,37,3:11:32,Vax'ildan,Perception,20,10,,,,,,
4511,4511,37,3:11:40,Vax'ildan,Perception,20,10,,,,,,
4512,4512,37,3:11:52,Vax'ildan,Perception,20,10,,,,,,
4513,4513,37,3:12:19,Vax'ildan,Perception,26,16,,,,,,
4514,4514,37,3:15:04,Vax'ildan,Perception,23,13,,,,With advantage,,
4515,4515,37,3:15:04,Vax'ildan,Perception,23,13,,,,Disregarded due to advantage,,
4516,4516,37,3:15:17,Vax'ildan,Perception,29,19,,,,With advantage,,
4517,4517,37,3:15:17,Vax'ildan,Perception,Unknown,Unknown,,,,Disregarded due to advantage,,
4518,4518,37,3:18:21,Vex'ahlia,Survival,21,13,,,,,,
4519,4519,37,3:23:33,Grog,Survival,Unknown,Unknown,,,,,,
4520,4520,37,3:25:33,Scanlan,Deception,Unknown,Unknown,,,,Disregarded due to advantage,,
4521,4521,37,3:25:33,Scanlan,Deception,32,19,,,,With advantage,,
4522,4522,37,3:27:31,Keyleth,Sleight of Hand,21,19,,,,,,
4523,4523,37,3:28:58,Keyleth,Deception,11,11,,,,,,
4524,4524,37,3:34:37,Vex'ahlia,Initiative,26,21,,,,,,
4525,4525,37,3:34:35,Vax'ildan,Initiative,25,20,,,,,,
4526,4526,37,3:34:35,Percy,Initiative,25,17,,,,,,
4527,4527,37,3:34:45,Grog,Initiative,Unknown,Unknown,,,,Disregarded due to advantage,,
4528,4528,37,3:34:45,Grog,Initiative,17,15,,,,With advantage,,
4529,4529,37,3:34:54,Keyleth,Initiative,14,12,,,,,,
4530,4530,37,3:34:54,Scanlan,Initiative,14,14,,,,,,
4531,4531,37,3:35:00,Pike,Initiative,9,9,,,,,,
4532,4532,37,3:35:44,Vax'ildan,Stealth,21,8,,,,,,
4533,4533,37,3:38:31,Vax'ildan,Attack,24,14,,,,Keen Dagger,,
4534,4534,37,3:38:34,Vax'ildan,Damage,11,,,11 to Daxio,,,,
4535,4535,37,3:39:28,Vex'ahlia,Intimidation,13,10,,,,,,
4536,4536,37,3:41:00,Vex'ahlia,Stealth,Nat20,20,Y,,,,,
4537,4537,37,3:42:20,Grog,Intimidation,Unknown,Unknown,,,,,,
4538,4538,37,3:42:20,Grog,Intimidation,17,12,,,,,,
4539,4539,37,3:44:28,Grog,Strength Save,Unknown,Unknown,,,,Disregarded due to advantage,,
4540,4540,37,3:44:28,Grog,Strength Save,26,18,,,,With advantage,,
4541,4541,37,3:47:59,Scanlan,Intimidation,21,8,,,,,,
4542,4542,37,3:49:08,Pike,Intimidation,4,2,,,,,,
4543,4543,37,3:49:38,Pike,Strength,18,17,,,,,,
4544,4544,37,3:51:52,Grog,Athletics,Unknown,Unknown,,,,Disregarded due to advantage,,
4545,4545,37,3:51:52,Grog,Athletics,19,11,,,,With advantage,,
4546,4546,37,3:53:50,Vax'ildan,Acrobatics,30,17,,,,,,
4547,4547,37,3:54:08,Vax'ildan,Attack,Unknown,Unknown,,,,"Dagger Handle, Disregarded due to advantage",,
4548,4548,37,3:54:08,Vax'ildan,Attack,Nat20,20,Y,,,"Dagger Handle, With advantage",,
4549,4549,37,3:54:31,Vax'ildan,Attack,Unknown,Unknown,,,,"Dagger Handle, Disregarded due to advantage",,
4550,4550,37,3:54:31,Vax'ildan,Attack,23,13,,,,"Dagger Handle, With advantage",,
4551,4551,37,3:54:50,Vax'ildan,Attack,Unknown,Unknown,,,,"Dagger Handle, Disregarded due to advantage",,
4552,4552,37,3:54:50,Vax'ildan,Attack,17,7,,,,"Dagger Handle, With advantage",,
4553,4553,37,3:55:14,Vax'ildan,Damage,46,,,46 (19x2+7) to Daxio,,,,
4554,4554,37,3:55:20,Vax'ildan,Damage,8,,,8 (2+6) to Daxio,,,,
4555,4555,37,3:55:22,Vax'ildan,Damage,7,,,7 to Daxio,,,,
4556,4556,37,3:58:52,Scanlan,Intimidation,22,9,,,,,,
4557,4557,37,4:01:34,Pike,Attack,Nat20,20,Y,,,"Spiritual Weapon (Lasso), With advantage, Daxio is grappled",,
4558,4558,37,4:01:34,Pike,Attack,Unknown,Unknown,,,,"Spiritual Weapon (Lasso), Disregarded due to advantage",,
4559,4559,37,4:03:21,Vax'ildan,Attack,22,12,,,,"Dagger Handle, With advantage",,
4560,4560,37,4:03:21,Vax'ildan,Attack,Unknown,Unknown,,,,"Dagger Handle, Disregarded due to advantage",,
4561,4561,37,4:03:25,Vax'ildan,Attack,Nat20,20,Y,,,"Dagger Handle, With advantage",,
4562,4562,37,4:03:25,Vax'ildan,Attack,Unknown,Unknown,,,,"Dagger Handle, Disregarded due to advantage",,
4563,4563,37,4:03:30,Vax'ildan,Attack,20,10,,,,"Dagger Handle, With advantage",,
4564,4564,37,4:03:30,Vax'ildan,Attack,Unknown,Unknown,,,,"Dagger Handle, Disregarded due to advantage",,
4565,4565,37,4:04:08,Vax'ildan,Damage,31,,,31 (22+7) to Daxio,,,,
4566,4566,37,4:04:13,Vax'ildan,Damage,14,,,14 to Daxio,,,,
4567,4567,37,4:04:15,Vax'ildan,Damage,10,,,10 to Daxio,,,,
4568,4568,37,4:05:44,Grog,Athletics,20,12,,,,,,
4569,4569,37,4:05:44,Grog,Damage,7,,,7 to Daxio,,,,
4570,4570,37,4:08:38,Keyleth,Strength Save,15,13,,,,Keyleth is Prone,,
4571,4571,37,4:10:57,Percy,Attack,21,12,,,,"Pistol, Daxio drops glaive",,
4572,4572,37,4:12:27,Percy,Attack,27,23,,,,Pistol with Sharpshooter,,
4573,4573,37,4:12:43,Percy,Damage,22,,,22 (12+10) to Daxio,,,,
4574,4574,37,4:12:48,Percy,Attack,17,13,,,,"Pistol with Sharpshooter, HDYWTDT",,
4575,4575,37,4:12:56,Percy,Damage,23,,,23 (13+10) to Daxio,,,,
4576,4576,37,4:15:56,Pike,Healing,30,,,,,Keyleth heals 30 points,,
4577,4577,37,4:16:52,Percy,Investigation,6,3,,,,,,
4578,4578,37,4:16:57,Scanlan,Investigation,20,14,,,,,,
4579,4579,37,4:19:33,Pike,Religion,15,10,,,,,,
4580,4580,38,0:22:03,Vax'ildan,Intimidation,Unknown,Unknown,,,,Disregarded due to Luck,,
4581,4581,38,0:22:03,Vax'ildan,Intimidation,17,11,,,,With Luck,,
4582,4582,38,0:23:40,Vex'ahlia,Deception,11,4,,,,Disregarded due to advantage,,
4583,4583,38,0:23:40,Vex'ahlia,Deception,23,16,,,,With advantage,,
4584,4584,38,0:35:59,Percy,Investigation,8,5,,,,,,
4585,4585,38,0:36:48,Scanlan,Investigation,18,12,,,,,,
4586,4586,38,0:41:58,Percy,Perception,20,13,,,,,,
4587,4587,38,0:54:23,Keyleth,Constitution Save,8,6,,,,,,
4588,4588,38,0:54:26,Grog,Constitution Save,20,11,,,,,,
4589,4589,38,0:54:30,Percy,Constitution Save,20,14,,,,,,
4590,4590,38,0:54:36,Pike,Constitution Save,18,17,,,,,,
4591,4591,38,0:57:48,Keyleth,Constitution Save,18,16,,,,,,
4592,4592,38,1:23:40,Scanlan,Wisdom,16,18,,,,,,
4593,4593,38,1:26:41,Scanlan,Persuasion,Unknown,Unknown,,,,Disregarded due to advantage,,
4594,4594,38,1:26:41,Scanlan,Persuasion,32,19,,,,With advantage,,
4595,4595,38,1:46:06,Scanlan,Insight,3,5,,,,,,
4596,4596,38,1:52:39,Pike,Insight,19,Unknown,,,,,,
4597,4597,38,2:01:27,Vax'ildan,Perception,23,13,,,,,,
4598,4598,38,2:01:28,Vex'ahlia,Perception,Nat1,1,Y,,,,,
4599,4599,38,2:01:29,Grog,Perception,5,5,,,,,,
4600,4600,38,2:01:30,Percy,Perception,16,9,,,,,,
4601,4601,38,2:05:16,Grog,Acrobatics,15,13,,,,,,
4602,4602,38,2:08:22,Pike,Thieves' Tools,16,6,,,,With Inspiration (Nat6+Dex1+Insp 9),,
4603,4603,38,2:11:47,Trinket,Perception,Unknown,Unknown,,,,Disregarded due to advantage,,
4604,4604,38,2:11:47,Trinket,Perception,16,13,,,,With advantage,,
4605,4605,38,2:16:06,Vex'ahlia,Dexterity Save,Nat20,20,Y,,,,,
4606,4606,38,2:16:09,Percy,Dexterity Save,24,18,,,,,,
4607,4607,38,2:16:10,Scanlan,Dexterity Save,12,8,,16 Force to Scanlan,,,,
4608,4608,38,2:17:47,Scanlan,Dexterity,Nat20,20,Y,,,,,
4609,4609,38,2:18:53,Percy,Investigation,Nat20,20,Y,,,,,
4610,4610,38,2:18:54,Scanlan,Investigation,28,22,,,,"Either we have his Investigation wrong, 
or he used his Intelligence mod",,
4611,4611,38,2:18:57,Vex'ahlia,Investigation,14,12,,,,,,
4612,4612,38,2:19:44,Keyleth,Investigation,14,12,,,,,,
4613,4613,38,2:19:46,Vax'ildan,Investigation,11,8,,,,,,
4614,4614,38,2:19:28,Grog,Investigation,11,13,,,,,,
4615,4615,38,2:19:51,Pike,Investigation,13,12,,,,,,
4616,4616,38,2:22:28,Keyleth,Arcana,14,12,,,,,,
4617,4617,38,2:23:14,Pike,Religion,20,15,,,,,,
4618,4618,38,2:25:46,Scanlan,History,22,18,,,,,,
4619,4619,38,2:25:47,Percy,History,26,19,,,,,,
4620,4620,38,2:25:49,Keyleth,History,20,18,,,,,,
4621,4621,38,2:25:53,Vex'ahlia,History,21,19,,,,,,
4622,4622,38,2:25:55,Vax'ildan,History,18,15,,,,,,
4623,4623,38,2:25:55,Grog,History,Nat1,1,Y,,,,,
4624,4624,38,2:25:58,Pike,History,Unknown,Unknown,,,,,,
4625,4625,38,2:28:18,Vax'ildan,Perception,20,10,,,,,,
4626,4626,38,2:30:55,Percy,Perception,Nat20,20,Y,,,,,
4627,4627,38,2:32:04,Keyleth,Nature,17,11,,,,,,
4628,4628,38,2:39:54,Vax'ildan,Perception,20,10,,,,,,
4629,4629,38,2:39:57,Vex'ahlia,Perception,Nat1,1,Y,,,,,
4630,4630,38,2:40:59,Grog,Perception,Unknown,Unknown,,,,,,
4631,4631,38,2:41:00,Vax'ildan,Wisdom,Unknown,Unknown,,,,Disregarded due to Luck,,
4632,4632,38,2:41:00,Vax'ildan,Wisdom,20,18,,,,With Luck,,
4633,4633,38,2:41:53,Vex'ahlia,Survival,Nat1,1,Y,,,,,
4634,4634,38,2:42:21,Grog,Perception,Unknown,Unknown,,,,Disregarded due to advantage,,
4635,4635,38,2:42:21,Grog,Perception,11,11,,,,With advantage,,
4636,4636,38,2:46:29,Vax'ildan,Perception,23,13,,,,,,
4637,4637,38,2:46:34,Grog,Perception,18,18,,,,,,
4638,4638,38,2:46:35,Vex'ahlia,Perception,17,9,,,,,,
4639,4639,38,2:46:37,Scanlan,Perception,20,22,,,,,,
4640,4640,38,2:46:41,Percy,Perception,9,2,,,,,,
4641,4641,38,2:46:43,Keyleth,Perception,Nat20,20,Y,,,,,
4642,4642,38,2:46:43,Pike,Perception,Unknown,Unknown,,,,,,
4643,4643,38,2:47:50,Keyleth,Nature,20,14,,,,,,
4644,4644,38,2:48:53,Percy,Perception,13,6,,,,,,
4645,4645,38,2:50:46,Vex'ahlia,Arcana,Unknown,Unknown,,,,Disregarded due to advantage,,
4646,4646,38,2:50:46,Vex'ahlia,Arcana,18,16,,,,With advantage,,
4647,4647,38,2:53:02,Percy,Investigation,14,7,,,,,,
4648,4648,38,2:58:30,Keyleth,Nature,19,13,,,,,,
4649,4649,39,0:12:21,Grog,Initiative,Unknown,Unknown,,,,Disregarded Due to advantage,,
4650,4650,39,0:12:21,Grog,Initiative,20,18,,,,With advantage,,
4651,4651,39,0:12:27,Keyleth,Initiative,19,17,,,,,,
4652,4652,39,0:12:30,Vax'ildan,Initiative,15,10,,,,,,
4653,4653,39,0:12:38,Percy,Initiative,10,2,,,,,,
4654,4654,39,0:12:40,Scanlan,Initiative,11,11,,,,,,
4655,4655,39,0:12:51,Vex'ahlia,Initiative,9,4,,,,,,
4656,4656,39,0:12:51,Pike,Initiative,Unknown,Unknown,,,,,,
4657,4657,39,0:13:53,Vex'ahlia,Stealth,Unknown,Unknown,,,,,,
4658,4658,39,0:15:03,Grog,Attack,18,10,,,,Javelin of Lightning,,
4659,4659,39,0:15:29,Grog,Damage,19,,,19 Lightning to Purple Worm,,,,
4660,4660,39,0:16:21,Keyleth,Intelligence,6,4,,,,,,
4661,4661,39,0:17:51,Vax'ildan,Stealth,28,15,,,,,,
4662,4662,39,0:18:57,Vax'ildan,Attack,14,3,,,,Dagger,,
4663,4663,39,0:19:02,Vax'ildan,Attack,Unknown,Unknown,,,,Disregarded due to Luck,,
4664,4664,39,0:19:02,Vax'ildan,Attack,20,10,,,,Dagger With Luck,,
4665,4665,39,0:19:13,Vax'ildan,Damage,7,,,7 to Purple Worm,,,,
4666,4666,39,0:20:55,Vax'ildan,Dexterity Save,Nat20,20,Y,,,Against being swallowed,,
4667,4667,39,0:24:51,Percy,Attack,21,8,,,,Bad News,,
4668,4668,39,0:25:00,Percy,Damage,28,,,28 to Purple Worm,,,,
4669,4669,39,0:25:26,Percy,Attack,14,6,,,,Bad News Sharpshooter,,
4670,4670,39,0:27:15,Vex'ahlia,Attack,26,15,,,,LBoSS with Hunter's Mark,,
4671,4671,39,0:27:22,Vex'ahlia,Attack,29,18,,,,LBoSS with Hunter's Mark,,
4672,4672,39,0:27:26,Vex'ahlia,Attack,20,9,,,,LBoSS with Hunter's Mark,,
4673,4673,39,0:27:40,Vex'ahlia,Damage,23,,,23 to Purple Worm,,,,
4674,4674,39,0:27:50,Vex'ahlia,Damage,17,,,17 to Purple Worm,,,,
4675,4675,39,0:28:04,Vex'ahlia,Damage,27,,,27 to Purple Worm,,,,
4676,4676,39,0:28:35,Vex'ahlia,Attack,25,14,,,,Arrow through Blazing Bowstring,,
4677,4677,39,0:28:56,Vex'ahlia,Damage,25,,,25 to Purple Worm,,,,
4678,4678,39,0:29:16,Vex'ahlia,Stealth,Unknown,Unknown,,,,Disregarded due to advantage,,
4679,4679,39,0:29:16,Vex'ahlia,Stealth,15,6,,,,With advantage,,
4680,4680,39,0:30:00,Grog,Attack,23,13,,,,Craven Edge,,
4681,4681,39,0:30:04,Grog,Attack,20,10,,,,Craven Edge,,
4682,4682,39,0:30:06,Grog,Attack,26,16,,,,Disregarded due to forgetting GWM,,
4683,4683,39,0:30:06,Grog,Attack,17,12,,,,Craven Edge GWM,,
4684,4684,39,0:30:31,Grog,Damage,16,,,16 to Purple Worm,,,,
4685,4685,39,0:30:36,Grog,Damage,16,,,16 to Purple Worm,,,,
4686,4686,39,0:32:37,Vax'ildan,Constitution Save,Nat20,20,Y,20 (40/2) Cold to Vax'ildan,,Against Frost Breath,,
4687,4687,39,0:32:40,Grog,Constitution Save,21,12,,20 (40/2) Cold to Grog,,Against Frost Breath,,
4688,4688,39,0:40:20,Scanlan,Cutting Words,3,,,,,Against Bite Attack,,
4689,4689,39,0:40:50,Scanlan,Dexterity Save,5,1,,,,"Scanlan is swallowed, blinded and restrained",,
4690,4690,39,0:41:53,Scanlan,Constitution Save,7,5,,,,Disregarded due to advantage,,
4691,4691,39,0:41:53,Scanlan,Constitution Save,12,10,,,,Concentration with Advantage,,
4692,4692,39,0:43:45,Scanlan,Damage,22,,,22 Thunder to Purple Worm,,Level 5 Thunderwave,,
4693,4693,39,0:47:01,Percy,Strength,Nat20,20,Y,,,Disregarded due to disadvantage,,
4694,4694,39,0:47:01,Percy,Strength,4,3,,,,With disadvantage,,
4695,4695,39,0:50:10,Vex'ahlia,Dexterity,17,12,,,,,,
4696,4696,39,0:50:57,Vex'ahlia,Damage,19,,,"19 to Ceiling, 
7 Bludgeoning to Frost Worm",,Conjure Barrage,,
4697,4697,39,0:51:50,Keyleth,Dexterity Save,2,2,,4 (7/2) to Keyleth,,Due to Conjure Barrage,,
4698,4698,39,0:51:58,Grog,Dexterity Save,20,18,,,,Due to Conjure Barrage,,
4699,4699,39,0:52:48,Vex'ahlia,Attack,13,2,,"11 to Ceiling, 
3 Bludgeoning to Frost Worm",,Arrow,,
4700,4700,39,0:53:28,Vex'ahlia,Stealth,Unknown,Unknown,,,,Disregarded due to advantage,,
4701,4701,39,0:53:28,Vex'ahlia,Stealth,21,12,,,,With advantage,,
4702,4702,39,0:55:33,Pike,Damage,32,,,32 Fire to Frost Worm,,Flame Strike,,
4703,4703,39,0:56:01,Grog,Dexterity Save,18,16,,16 (32/2) Fire to Grog,,Due to Flame Strike,,
4704,4704,39,0:56:05,Keyleth,Dexterity Save,16,14,,32 Fire to Keyleth,,Due to Flame Strike,,
4705,4705,39,0:58:06,Vax'ildan,Constitution Save,Unknown,Unknown,,,,Disregarded due to Luck,,
4706,4706,39,0:58:06,Vax'ildan,Constitution Save,7,7,,36 Cold to Vax'ildan,,"Against Frost Breath, With Luck",,
4707,4707,39,1:03:23,Keyleth,Strength,18,16,,,,,,
4708,4708,39,1:07:34,Scanlan,Constitution Save,18,16,,,,Disregarded due to advantage,,
4709,4709,39,1:07:34,Scanlan,Constitution Save,19,17,,,,Concentration with advantage,,
4710,4710,39,1:08:54,Scanlan,Intelligence,16,14,,,,,,
4711,4711,39,1:12:15,Vex'ahlia,Attack,17,6,,,,Arrow through Blazing Bowstring,,
4712,4712,39,1:12:47,Vex'ahlia,Attack,Unknown,Unknown,,,,Arrow,,
4713,4713,39,1:14:30,Pike,Damage,33,,,17 (33/2) Fire to Frost Worm,,Flame Strike,,
4714,4714,39,1:18:30,Keyleth,Healing,Unknown,,,,,Healing Word on herself,,
4715,4715,39,1:19:16,Vax'ildan,Attack,17,6,,,,Dagger Sneak Attack,,
4716,4716,39,1:19:19,Vax'ildan,Attack,21,11,,,,Dagger,,
4717,4717,39,1:19:22,Vax'ildan,Attack,18,8,,,,Dagger,,
4718,4718,39,1:19:46,Vax'ildan,Damage,36,,,36 to Frost Worm,,,,
4719,4719,39,1:19:51,Vax'ildan,Damage,9,,,9 to Frost Worm,,,,
4720,4720,39,1:19:55,Vax'ildan,Damage,10,,,10 to Frost Worm,,,,
4721,4721,39,1:22:34,Vax'ildan,Dexterity Save,16,7,,,,"Vax'ildan is swallowed, blinded, and restrained",,
4722,4722,39,1:23:46,Percy,Attack,7,7,Y,,,"Bad News Violent Shot, Misfire",,
4723,4723,39,1:24:34,Percy,Attack,21,11,,,,Pistol,,
4724,4724,39,1:24:41,Percy,Attack,30,20,,,1,"Pistol, Purple Worm dies-HDYWTDT",,
4725,4725,39,1:24:55,Percy,Damage,27,,,27 to Purple Worm,,,,
4726,4726,39,1:27:07,Grog,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage,,
4727,4727,39,1:27:07,Grog,Attack,20,10,,,,"Craven Edge with disadvantage, Vax'ildan is unconscious",,
4728,4728,39,1:27:18,Grog,Damage,16,,,16 to Vax'ildan,,,,
4729,4729,39,1:29:25,Scanlan,Damage,31,,,31 Lightning to Frost Worm,,Call Lightning,,
4730,4730,39,1:30:08,Scanlan,Healing,6,,,,,"Healing Word on himself, Scanlan heals 6 points",,
4731,4731,39,1:30:32,Percy,Attack,17,8,,,,Pistol,,
4732,4732,39,1:30:37,Percy,Attack,24,15,,,,Pistol,,
4733,4733,39,1:30:53,Percy,Damage,21,,,21 to Frost Worm,,,,
4734,4734,39,1:31:49,Vex'ahlia,Attack,29,18,,,,Arrow with Hunter's Mark,,
4735,4735,39,1:31:51,Vex'ahlia,Attack,27,16,,,,Arrow with Hunter's Mark,,
4736,4736,39,1:32:01,Vex'ahlia,Damage,20,,,20 to Frost Worm,,,,
4737,4737,39,1:32:09,Vex'ahlia,Damage,18,,,18 to Frost Worm,,,,
4738,4738,39,1:34:09,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage,,
